item,itemLabel,startDate,endDate
Q64009627,Kofi Totobi Quakyi,1993,2001
Q1964413,Nana Akomea,2003,2005
Q1160142,Daniel Kwaku Botwe,2005,2006
Q1794914,Kwamena Bartels,2006,2007
Q1229262,Florence Oboshie Sai-Cofie,2007,2008
Q2344521,Stephen Asamoah Boateng,2008,2009
Q8072826,Zita Okaikoi,2009,2010
Q6260811,John Tia,2010,2012
Q5504853,Fritz Baffour,2012,2012
Q5504853,Fritz Baffour,2012,2013
Q6732981,Mahama Ayariga,2013-01-30,2014-07-16
Q28924956,Mustapha Abdul-Hamid,2017-02,2018-08
Q20202651,Kojo Oppong Nkrumah,2018-08,
