item,itemLabel,startDate,endDate,psid
Q100792934,Archibald Lartey Djabatey,1981-10-01,1981-12-31,Q100792934-2AF2E128-3382-4DA1-82B6-0AA87991CA26
Q100795000,Anthony Forson,1993-03-01,1993-10-30,Q100795000-AE42F231-CA15-4299-84DF-94A1FDAF06DB
Q105489544,Godfred Yeboah Dame,2021-01-01,,Q105489544-DEFE3CDC-D8D7-4673-BE09-C9CAD30D1305
Q1311287,Obed Yao Asamoah,1993-11-01,1997-05-01,Q1311287-0A9D3E13-8368-4B2E-A69C-826E3674AF27
Q1311287,Obed Yao Asamoah,1997-05-01,2001-01-06,Q1311287-E7B51890-63C9-4A00-9928-7DAA0BC1637A
Q1314093,Victor Owusu,1971-01-01,1972-01-12,Q1314093-1E910EE4-4F30-4636-8E3C-C742566A3CA9
Q1314093,Victor Owusu,1966-01-01,1969-04-01,Q1314093-2696B50D-8E70-49E3-94B1-33E580526A5C
Q16733611,Gustav Koranteng-Addow,1975-10-09,1979-01-01,Q16733611-5F863876-FE88-4E97-81B8-251F7C454AC6
Q16733850,George Commey Mills-Odoi,1961-09-30,1962-01-01,Q16733850-C1A7F309-82C1-494B-906C-B644B057DF64
Q16733936,Nicholas Yaw Boafo Adade,1969-04-01,1969-09-01,Q16733936-9DC8DE5B-731A-41ED-B655-351DE6F5F48F
Q16733936,Nicholas Yaw Boafo Adade,1969-09-14,1971-01-01,Q16733936-F10DBE8B-2EAA-48C4-B0D0-437C18B708F1
Q1691433,Joe Ghartey,2006-06-16,2009-01-06,Q1691433-C51E6610-66B5-41B5-8A36-789137F361A7
Q1698546,Papa Owusu-Ankomah,2003-01-01,2005-01-01,Q1698546-F6CE1CBF-064B-468E-A111-F77FDB148D12
Q30645013,Ayikoi Otoo,2005-02-01,2006-01-01,Q30645013-338D7DC0-8FB9-49E1-A85E-D10E62759AE6
Q4822961,Austin Amissah,1979-01-01,1979-09-23,Q4822961-1154E416-EC79-442A-A064-7B96C11A9D62
Q4888931,Benjamin Kumbuor,2012-10-24,2013-01-07,Q4888931-373A7E6B-BD5B-4E13-808E-D017A93C5BE8
Q4888931,Benjamin Kumbuor,2012-01-25,2012-10-24,Q4888931-54D1BEE8-90A7-4881-83FC-93CB7A960578
Q5534452,Geoffrey Bing,1957-08-07,1961-08-29,Q5534452-FDE7041F-4A43-4321-A72D-ED45ED5F13C4
Q58892230,Bashiru Kwaw-Swanzy,1962-01-01,1966-02-24,Q58892230-B97755AD-0DBB-47B2-8CB1-C20E8B51E51A
Q59655872,Edward Nathaniel Moore,1972-01-13,1975-10-08,Q59655872-861D0600-3BAF-473D-B9CF-A5198F13A992
Q62006799,Joe Reindorf,1979-09-24,1981-08-01,Q62006799-23B71A04-E90D-4735-88A8-221CAB5AF313
Q64756427,George Emmanuel Kwesi Aikins,1982-06-25,1988-01-01,Q64756427-6D7EA251-6EFD-4410-BE34-408A1DDE1FFF
Q6763215,Marietta Brew Appiah-Opong,2013-02-01,2017-01-07,Q6763215-25187FBE-C627-484A-B877-A01AA9087E8C
Q6774885,Martin Amidu,2011-01-04,2012-01-01,Q6774885-87C53B99-B0DD-47CC-98FD-F8A9552051ED
Q718601,Nana Akufo-Addo,2001-02-01,2003-04-24,Q718601-CC9DC47F-D83C-4C8E-B2DE-EB97BB32CCC9
Q770538,Augustus Obuadum Tanoh,1988-12-14,1993-04-01,Q770538-81E536A7-7912-4796-B440-2966E4C454AC
Q850396,Betty Mould-Iddrisu,2009-01-01,2011-01-01,Q850396-C054D2D2-1291-475F-8D79-C2DE299396EA
Q997303,Gloria Akuffo,2017-01-21,2021-01-06,Q997303-40B37671-CCB7-4861-AB8F-B5DEB9E1C645
