position,title
Q2672728,President
Q3657870,Prime Minister
Q60477696,Vice President
Q15378819,Minister for Communications
Q6865779,Minister for Defence
Q11812510,Minister for Education
Q6865831,Minister for Finance and Economic Planning
Q94953405,Minister for Fisheries
Q6865842,Minister for Food and Agriculture
Q1829500,Minister for Foreign Affairs
Q11812511,Minister for Health
Q16733855,Minister for Information
Q6866006,Minister of the Interior
Q54350968,Minister of Justice
Q16733858,Minister for Local Government
Q94955285,Minister of Tourism
Q107584164,Minister for Transport and Telecommunications
Q55633678,Speaker of the Parliament
Q96758149,Attorney General
Q1072311,Chief Justice
Q5097052,Chief of the Defence Staff
Q18358342,Mayor of Accra
