position,title
Q5453154,First Lady
Q105082245,ambassador to the Democratic Republic of Congo
Q95873700,ambassador to France
Q112424589,ambassador to Mali
Q55775566,ambassador to the Soviet Union
Q95950636,ambassador to Turkey
Q104770997,ambassador to the United Kingdom
Q111291126,ambassador to United States of America
Q19850997,Permanent Representative to the United Nations
Q95567639,ambassador of Ghana
