position,title
Q107392874,Member of the 1st Parliament of the 1st Republic
Q107345508,Member of the 2nd Parliament of the 1st Republic
Q105712041,Member of the 1st Parliament of the 2nd Republic
Q107277739,Member of the 1st Parliament of the 3rd Republic
Q104776192,Member of the 1st Parliament of the 4th Republic
Q99848440,Member of the 2nd Parliament of the 4th Republic
Q98812232,Member of the 3rd Parliament of the 4th Republic
Q96657427,Member of the 4th Parliament of the 4th Republic
Q83438224,Member of the 5th Parliament of the 4th Republic
Q61659950,Member of the 6th Parliament of the 4th Republic
Q61659845,Member of the 7th Parliament of the 4th Republic
Q107585189,Member of the 8th Parliament of the 4th Republic
Q21290881,Member of the Parliament
