item,itemLabel,startDate,endDate,sourceDate,psid
Q105547621,E. K. T. Donkoh,1999-02,2001-01-06,,Q105547621-33EC847C-C44B-451E-A0D0-2A5FE8F759D0
Q1794901,Kwame Addo-Kufuor,2001-01-07,2007-08-06,,Q1794901-83D3E0B3-3D79-4DF4-8668-FC3A584E2BE0
Q2638264,Albert Kan-Dapaah,2007-08-06,2009-01-06,,Q2638264-15FBABE9-E66E-4EC3-B298-182DFAD66B6B
Q6283947,Joseph Henry Smith,2009-01-06,2013-02-18,,Q6283947-F97400CC-A495-4EEA-BBB9-E1AE96F89DCE
Q6770431,Mark Woyongo,2013-02-14,2014-07-16,,Q6770431-2283F27F-5683-4BD6-858B-1995F6BAFB4E
Q4888931,Benjamin Kumbuor,2014-07-16,2017-02,,Q4888931-897B6432-DEBA-40AA-BF5B-B60ED8DF3B10
Q30323575,Dominic Nitiwul,2017-02,,,Q30323575-1D043D97-EC0C-4D1F-9366-D69931BDA6C8
