item,itemLabel,startDate,endDate
Q326531,Charles Noble Arden-Clarke,1957,1958
Q69438959,Stephen Allen Dzirasa,1958,1959
Q8620,Kwame Nkrumah,1959,1960
Q67882160,Charles de Graft Dickson,1960,1961
Q5960304,Kofi Baako,1961-09,1966-02-24
Q356728,Lt. General J. A. Ankrah,1966,1968
Q424377,Lt. General Akwasi Afrifa,1968,1969
Q58173953,J. Kwesi Lamptey,1969,1971
Q59640191,Bukari K. Adama,1971-01-27,1972-01-12
Q472593,General I. K. Acheampong,1972-01,1975-10-09
Q472593,General I. K. Acheampong,1975-10-09,1978-07-05
Q718234,Lt. General Fred Akuffo,1978-07-05,1979-06-04
,Riley K. S. Poku,1979,1981-12-31
,Naa Polku Konkuu Chirii,1982,1983-11
Q16018419,Rear Admiral C. K. Dzang,1983-11-22,1985
Q17411276,Mahama Iddrisu,1985,1993-01-06
Q17411276,Mahama Iddrisu,1993-01-07,1999-02
Q105547621,E. K. T. Donkoh,1999-02,2001-01-06
Q1794901,Kwame Addo-Kufuor,2001-01-07,2007-08-06
Q2638264,Albert Kan-Dapaah,2007-08-06,2009-01-06
Q6283947,Lt. Gen. Joseph Henry Smith,2009-01-06,2013-02-18
Q6283947,Lt. Gen. Joseph Henry Smith,2012-07-24,2013-02-18
Q6770431,Mark Owen Woyongo,2013-02-14,2014-07-16
Q4888931,Benjamin Kumbuor,2014-07-16,2017-02
Q30323575,Dominic Nitiwul,2017-02,
